trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.99}",20,0,-28.152006452312413,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
2,False,"{'a': 0.9, 'e': 0.9801}",20,0,-83.63712564839393,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
3,False,"{'a': 0.9, 'e': 0.970299}",20,10,-28.731009015170063,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
4,False,"{'a': 0.9, 'e': 0.96059601}",20,0,-43.92916567461018,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
5,False,"{'a': 0.9, 'e': 0.9509900498999999}",25,0,-62.24710944464681,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
6,False,"{'a': 0.9, 'e': 0.941480149401}",30,0,-147.8223299429451,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
7,False,"{'a': 0.9, 'e': 0.9320653479069899}",20,9,-6.302191740856665,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
8,False,"{'a': 0.9, 'e': 0.9227446944279201}",20,0,-156.90731311917116,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
9,False,"{'a': 0.9, 'e': 0.9135172474836408}",20,0,-97.42845679428623,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",1
10,False,"{'a': 0.9, 'e': 0.9043820750088044}",20,0,-104.35537487731793,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
11,False,"{'a': 0.9, 'e': 0.8953382542587164}",25,0,-30.829543584830372,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
12,False,"{'a': 0.9, 'e': 0.8863848717161292}",25,0,-62.52261254376833,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
13,False,"{'a': 0.9, 'e': 0.8775210229989678}",20,0,-76.35672984306339,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
14,False,"{'a': 0.9, 'e': 0.8687458127689782}",25,0,-57.95693366723347,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
15,False,"{'a': 0.9, 'e': 0.8600583546412884}",20,0,-106.82905680755852,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
16,False,"{'a': 0.9, 'e': 0.8514577710948755}",20,0,-91.63110572297153,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
17,False,"{'a': 0.9, 'e': 0.8429431933839268}",20,0,-106.18486900504458,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
18,False,"{'a': 0.9, 'e': 0.8345137614500875}",20,0,-68.10180318169971,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
19,False,"{'a': 0.9, 'e': 0.8261686238355866}",20,0,-90.70470685068743,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.9, 'e': 0.8179069375972308}",25,8,-25.967100231715015,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
21,False,"{'a': 0.9, 'e': 0.8097278682212584}",30,0,-126.7891777995041,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
22,False,"{'a': 0.9, 'e': 0.8016305895390459}",20,0,-119.21498996934747,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
23,False,"{'a': 0.9, 'e': 0.7936142836436554}",20,1,-122.80506863351836,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 2}",1
24,False,"{'a': 0.9, 'e': 0.7856781408072188}",20,0,-216.8381229937129,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
25,False,"{'a': 0.9, 'e': 0.7778213593991467}",20,0,-35.87000561030036,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
26,False,"{'a': 0.9, 'e': 0.7700431458051551}",20,0,-119.27319500634411,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
27,False,"{'a': 0.9, 'e': 0.7623427143471035}",20,0,-63.89248516340667,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
28,False,"{'a': 0.9, 'e': 0.7547192872036326}",20,0,-109.37311967056361,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
29,False,"{'a': 0.9, 'e': 0.7471720943315961}",25,0,-43.02000972369304,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
30,False,"{'a': 0.9, 'e': 0.7397003733882802}",20,0,-45.43575159371087,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
31,False,"{'a': 0.9, 'e': 0.7323033696543975}",20,0,-141.49006028885682,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
32,False,"{'a': 0.9, 'e': 0.7249803359578534}",20,10,-45.268487462370985,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
33,False,"{'a': 0.9, 'e': 0.7177305325982749}",20,0,-51.37894222017489,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.9, 'e': 0.7105532272722921}",20,0,-121.37821366361784,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
35,False,"{'a': 0.9, 'e': 0.7034476949995692}",25,0,-97.98894557017958,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
36,False,"{'a': 0.9, 'e': 0.6964132180495735}",20,0,-51.76951850831168,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
37,False,"{'a': 0.9, 'e': 0.6894490858690777}",20,13,0.5753138279378647,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.9, 'e': 0.682554595010387}",20,0,-112.88217865974337,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
39,False,"{'a': 0.9, 'e': 0.6757290490602831}",20,0,-128.0099735223114,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
40,False,"{'a': 0.9, 'e': 0.6689717585696803}",20,0,7.442133636537269,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
41,False,"{'a': 0.9, 'e': 0.6622820409839835}",25,0,-88.0401575384847,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
42,False,"{'a': 0.9, 'e': 0.6556592205741436}",25,0,-136.2156034336487,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
43,False,"{'a': 0.9, 'e': 0.6491026283684022}",25,0,-128.3448621442819,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
44,False,"{'a': 0.9, 'e': 0.6426116020847181}",20,0,-35.42725769182844,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
45,False,"{'a': 0.9, 'e': 0.6361854860638709}",25,0,-92.7860078495248,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
46,False,"{'a': 0.9, 'e': 0.6298236312032323}",20,0,-93.42532668614878,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
47,False,"{'a': 0.9, 'e': 0.6235253948912}",25,16,-47.22717765100712,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
48,False,"{'a': 0.9, 'e': 0.617290140942288}",30,2,-18.260434092200178,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 0}",1
49,False,"{'a': 0.9, 'e': 0.611117239532865}",25,3,-63.6215161157428,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",1
50,False,"{'a': 0.9, 'e': 0.6050060671375364}",20,0,-24.293644843480113,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
51,False,"{'a': 0.9, 'e': 0.598956006466161}",20,0,-86.99364833930919,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
52,False,"{'a': 0.9, 'e': 0.5929664464014994}",20,0,-32.956539334909685,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.9, 'e': 0.5870367819374844}",20,8,-0.848576342049725,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
54,False,"{'a': 0.9, 'e': 0.5811664141181095}",25,0,-21.358695179308153,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
55,False,"{'a': 0.9, 'e': 0.5753547499769285}",25,0,12.794715351152366,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.9, 'e': 0.5696012024771592}",25,5,-17.072895292435913,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.9, 'e': 0.5639051904523875}",20,0,-52.598241452936726,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
58,False,"{'a': 0.9, 'e': 0.5582661385478637}",25,0,-95.32280484385456,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
59,False,"{'a': 0.9, 'e': 0.5526834771623851}",20,0,-17.198025848969486,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
60,False,"{'a': 0.9, 'e': 0.5471566423907612}",25,5,-21.37712984957652,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
61,False,"{'a': 0.9, 'e': 0.5416850759668536}",35,18,-20.455846363294956,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.9, 'e': 0.536268225207185}",25,12,10.588208677154817,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.9, 'e': 0.5309055429551132}",20,6,-22.827599853742228,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
64,False,"{'a': 0.9, 'e': 0.525596487525562}",25,0,-34.556520106829645,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
65,False,"{'a': 0.9, 'e': 0.5203405226503064}",35,0,-45.201528800186246,"{0: 31, 1: 0, 2: 2, 3: 1, 4: 1}",0
66,False,"{'a': 0.9, 'e': 0.5151371174238033}",30,21,15.590321277133212,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.9, 'e': 0.5099857462495653}",20,0,-40.26088785285188,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
68,False,"{'a': 0.9, 'e': 0.5048858887870696}",20,0,-34.635309454833056,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
69,False,"{'a': 0.9, 'e': 0.4998370298991989}",20,11,17.739573156728223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.9, 'e': 0.49483865960020695}",20,0,-43.611097998519526,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
71,False,"{'a': 0.9, 'e': 0.4898902730042049}",30,12,22.99604959523809,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.9, 'e': 0.48499137027416284}",30,16,-20.080942280246692,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
73,False,"{'a': 0.9, 'e': 0.4801414565714212}",20,8,8.139001786826773,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.9, 'e': 0.47534004200570695}",25,0,-47.23647330133812,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
75,False,"{'a': 0.9, 'e': 0.4705866415856499}",20,9,-29.430379813753994,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
76,False,"{'a': 0.9, 'e': 0.46588077516979337}",25,13,20.86822820505415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.9, 'e': 0.46122196741809546}",30,14,-33.32373559782325,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
78,False,"{'a': 0.9, 'e': 0.4566097477439145}",20,0,-44.284515776104094,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
79,False,"{'a': 0.9, 'e': 0.45204365026647536}",20,1,17.245140343627124,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.9, 'e': 0.4475232137638106}",25,0,14.270965995198647,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
81,False,"{'a': 0.9, 'e': 0.4430479816261725}",30,1,-16.025035822278156,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
82,False,"{'a': 0.9, 'e': 0.43861750180991077}",25,0,-49.97146247600324,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.9, 'e': 0.43423132679181164}",20,0,20.832835773946325,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.9, 'e': 0.4298890135238935}",25,0,-33.9849194482002,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
85,False,"{'a': 0.9, 'e': 0.4255901233886546}",30,0,-34.220438729608794,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
86,False,"{'a': 0.9, 'e': 0.421334222154768}",20,0,-80.16213374295879,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
87,False,"{'a': 0.9, 'e': 0.41712087993322033}",20,4,25.46141183124239,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.9, 'e': 0.41294967113388814}",20,12,-4.975151769157909,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.9, 'e': 0.40882017442254925}",20,0,-47.74904129262769,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.9, 'e': 0.4047319726783238}",25,0,0.46474038766362,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
91,False,"{'a': 0.9, 'e': 0.40068465295154054}",20,15,9.765408808675957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.9, 'e': 0.3966778064220251}",35,0,-72.36515937722191,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
93,False,"{'a': 0.9, 'e': 0.39271102835780486}",20,2,-39.130732960605,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
94,False,"{'a': 0.9, 'e': 0.3887839180742268}",35,25,7.369980058871539,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.9, 'e': 0.38489607889348454}",25,0,-77.32983657396981,"{0: 19, 1: 0, 2: 2, 3: 4, 4: 0}",0
96,False,"{'a': 0.9, 'e': 0.38104711810454966}",20,8,14.445878545495212,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.9, 'e': 0.37723664692350417}",30,13,12.30437636830991,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.9, 'e': 0.37346428045426916}",20,0,-16.04490054109022,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
99,False,"{'a': 0.9, 'e': 0.36972963764972644}",25,13,21.52049055498711,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.9, 'e': 0.3660323412732292}",20,0,-54.286181660642754,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
101,False,"{'a': 0.9, 'e': 0.3623720178604969}",20,2,29.500097019641167,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.9, 'e': 0.3587482976818919}",30,11,-6.3179408625788644,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.9, 'e': 0.355160814705073}",25,9,-47.9753136577159,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
104,False,"{'a': 0.9, 'e': 0.35160920655802225}",25,15,-2.768693150412216,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
105,False,"{'a': 0.9, 'e': 0.348093114492442}",25,11,15.530561418513113,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.9, 'e': 0.3446121833475176}",20,12,-10.519048111302007,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
107,False,"{'a': 0.9, 'e': 0.34116606151404244}",20,10,8.446226093695287,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.9, 'e': 0.337754400898902}",25,7,-74.55255408236022,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
109,False,"{'a': 0.9, 'e': 0.334376856889913}",20,0,9.875717404051002,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
110,False,"{'a': 0.9, 'e': 0.33103308832101386}",30,13,-19.809981748727857,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.9, 'e': 0.3277227574378037}",20,0,4.835320952194952,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.9, 'e': 0.3244455298634257}",20,16,6.53603248252589,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.9, 'e': 0.3212010745647914}",20,0,3.3068243588855992,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.9, 'e': 0.3179890638191435}",20,14,-21.139336983547327,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.9, 'e': 0.31480917318095203}",20,0,-16.83205382201206,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
116,False,"{'a': 0.9, 'e': 0.3116610814491425}",20,12,0.6109074821151981,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.9, 'e': 0.30854447063465107}",30,18,-28.876311728156825,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.9, 'e': 0.3054590259283046}",25,13,15.49102969320231,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.9, 'e': 0.30240443566902153}",30,8,-21.03759603779531,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.9, 'e': 0.2993803913123313}",30,0,1.8331198314442674,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
121,False,"{'a': 0.9, 'e': 0.296386587399208}",30,0,-9.131673982211717,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
122,False,"{'a': 0.9, 'e': 0.2934227215252159}",20,10,20.791141420889062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.9, 'e': 0.29048849430996376}",30,11,-31.7774718535806,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
124,False,"{'a': 0.9, 'e': 0.2875836093668641}",35,27,13.542901154735691,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.9, 'e': 0.28470777327319546}",20,0,5.196499693226835,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
126,False,"{'a': 0.9, 'e': 0.2818606955404635}",30,18,12.109971300245203,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.9, 'e': 0.27904208858505886}",25,5,17.980825716067564,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.9, 'e': 0.2762516676992083}",35,17,18.86218133429408,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.9, 'e': 0.2734891510222162}",30,18,-19.010539098252405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
130,False,"{'a': 0.9, 'e': 0.27075425951199406}",35,8,-27.101834047380578,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 1}",1
131,False,"{'a': 0.9, 'e': 0.2680467169168741}",30,19,16.458541151873142,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.9, 'e': 0.26536624974770534}",25,3,-13.283241061517066,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.9, 'e': 0.2627125872502283}",30,4,40.37642647738029,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.9, 'e': 0.26008546137772603}",20,0,-17.22674108919843,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
135,False,"{'a': 0.9, 'e': 0.25748460676394874}",35,16,35.56064673107416,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.9, 'e': 0.2549097606963093}",35,17,-4.204246423996709,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.9, 'e': 0.2523606630893462}",20,0,-6.739409646241856,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
138,False,"{'a': 0.9, 'e': 0.2498370564584527}",20,0,26.63899913638628,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.9, 'e': 0.24733868589386818}",20,13,-13.702070492622788,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.9, 'e': 0.24486529903492948}",30,12,13.625779946484169,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.9, 'e': 0.2424166460445802}",30,18,20.55241313064555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.9, 'e': 0.2399924795841344}",25,10,25.26888674766578,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.9, 'e': 0.23759255478829303}",25,0,-18.170104252451612,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
144,False,"{'a': 0.9, 'e': 0.23521662924041012}",20,0,-31.84970050226924,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
145,False,"{'a': 0.9, 'e': 0.232864462948006}",20,0,11.617919006182271,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
146,False,"{'a': 0.9, 'e': 0.23053581831852593}",25,13,-48.47038913997246,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
147,False,"{'a': 0.9, 'e': 0.22823046013534068}",25,0,25.29189112304166,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.9, 'e': 0.22594815553398728}",25,14,-31.79679225727092,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
149,False,"{'a': 0.9, 'e': 0.2236886739786474}",35,9,25.471410782035477,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.9, 'e': 0.22145178723886091}",35,10,18.583047265911333,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.9, 'e': 0.2192372693664723}",20,8,20.106318823545173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.9, 'e': 0.21704489667280757}",20,6,-24.229868928074634,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.9, 'e': 0.2148744477060795}",20,6,21.487639856696017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.9, 'e': 0.2127257032290187}",25,0,-94.00353037645392,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
155,False,"{'a': 0.9, 'e': 0.21059844619672852}",25,7,-21.09783615712815,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.9, 'e': 0.20849246173476124}",20,8,-35.217808212258674,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.9, 'e': 0.2064075371174136}",25,0,6.095814436601326,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
158,False,"{'a': 0.9, 'e': 0.2043434617462395}",20,6,-25.886572836910375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.9, 'e': 0.2023000271287771}",20,0,15.554639979209508,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.9, 'e': 0.2002770268574893}",30,11,33.84841347749749,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.9, 'e': 0.19827425658891443}",20,14,-2.054845679651752,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.9, 'e': 0.19629151402302528}",25,13,11.817411231833338,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.9, 'e': 0.19432859888279502}",20,15,7.622600148985841,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.9, 'e': 0.19238531289396707}",20,9,-46.08443268271814,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
165,False,"{'a': 0.9, 'e': 0.1904614597650274}",20,0,-48.958924655466866,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.9, 'e': 0.1885568451673771}",25,14,20.520084285336768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.9, 'e': 0.18667127671570335}",20,6,-19.599301894463512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.9, 'e': 0.1848045639485463}",20,0,18.891923292909205,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.9, 'e': 0.18295651830906084}",20,13,15.204110392363189,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.9, 'e': 0.18112695312597024}",20,6,-4.4313975331297515,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.9, 'e': 0.17931568359471053}",25,0,-15.675202676729015,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
172,False,"{'a': 0.9, 'e': 0.17752252675876343}",25,10,16.519635904893303,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.9, 'e': 0.1757473014911758}",20,0,29.381162001426915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.9, 'e': 0.173989828476264}",20,12,1.3882701148910925,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.9, 'e': 0.1722499301915014}",20,8,11.606166927931996,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.9, 'e': 0.17052743088958636}",25,13,3.842346279934505,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,False,"{'a': 0.9, 'e': 0.1688221565806905}",20,0,27.12383361546706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.9, 'e': 0.1671339350148836}",20,5,21.7661694655994,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.9, 'e': 0.16546259566473476}",25,18,9.8193477305613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.9, 'e': 0.16380796970808742}",20,0,14.02555236957128,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
181,False,"{'a': 0.9, 'e': 0.16216989001100654}",25,0,34.60753908034937,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.9, 'e': 0.16054819111089647}",30,7,9.542314729169584,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.9, 'e': 0.1589427091997875}",30,20,7.957172114975317,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.9, 'e': 0.15735328210778962}",20,3,3.463928771398443,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.9, 'e': 0.15577974928671173}",30,14,16.749326813131752,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
